Season,Team,Acquired,Relinquished,Notes,Unnamed: 5,Unnamed: 6,Unnamed: 7,Date,Player,player_clean_extracted,player_clean_cleaned
2018,49ers,,aaron burbridge,placed on ir with hamstring injury,,,,9/2/2018,,aaron burbridge,aaron burbridge
2018,49ers,,jp flynn,placed on ir with knee injury,,,,9/2/2018,,jp flynn,jp flynn
2018,49ers,,malcolm johnson jamaine,placed on ir with undisclosed injury,,,,9/2/2018,,malcolm johnson jamaine,malcolm johnson jamaine
2018,Bears,,jonathan anderson,placed on ir with groin injury,,,,9/2/2018,,jonathan anderson,jonathan anderson
2018,Bears,,rashard fant,placed on ir with undisclosed injury,,,,9/2/2018,,rashard fant,rashard fant
2018,Bengals,,chris okoye,placed on ir with ankle injury,,,,9/2/2018,,chris okoye,chris okoye
2018,Bengals,,josh shaw james,placed on ir with groin injury,,,,9/2/2018,,josh shaw james,josh shaw james
2018,Broncos,,andreas knappe,placed on ir with concussion,,,,9/2/2018,,andreas knappe,andreas knappe
2018,Broncos,,jj dielman,placed on ir with knee injury,,,,9/2/2018,,jj dielman,jj dielman
2018,Broncos,,jordan moore,placed on ir with undisclosed injury,,,,9/2/2018,,jordan moore,jordan moore
2018,Broncos,,marcus rios,placed on ir with hip injury,,,,9/2/2018,,marcus rios,marcus rios
2018,Browns,,cj board,placed on ir with shoulder injury,,,,9/2/2018,,cj board,cj board
2018,Browns,,dan vitale  danny vitale,placed on ir with calf injury,,,,9/2/2018,,dan vitale danny vitale,dan vitale danny
2018,Browns,,justin currie,placed on ir with knee injury,,,,9/2/2018,,justin currie,justin currie
2018,Browns,,lenny jones,placed on ir with concussion,,,,9/2/2018,,lenny jones,lenny jones
2018,Buccaneers,,amari coleman,placed on ir with concussion,,,,9/2/2018,,amari coleman,amari coleman
2018,Buccaneers,,cole gardner,placed on ir with undisclosed injury,,,,9/2/2018,,cole gardner,cole gardner
2018,Chiefs,,keith reaser,placed on ir with quadriceps injury,,,,9/2/2018,,keith reaser,keith reaser
2018,Chiefs,,step durham,placed on ir with hip injury,,,,9/2/2018,,step durham,step durham
2018,Colts,,chris cooper b 1994-03-17,placed on ir with concussion,,,,9/2/2018,,chris cooper b --,chris cooper
2018,Colts,,james wright earl,placed on ir with knee injury,,,,9/2/2018,,james wright earl,james wright earl
2018,Colts,,kj brent,placed on ir with knee injury,,,,9/2/2018,,kj brent,kj brent
2018,Colts,,krishawn hogan,placed on ir with foot injury,,,,9/2/2018,,krishawn hogan,krishawn hogan
2018,Colts,,robenson therezie,placed on ir with undisclosed injury,,,,9/2/2018,,robenson therezie,robenson therezie
2018,Colts,,robert jackson jr,placed on ir with concussion,,,,9/2/2018,,robert jackson jr,robert jackson jr
2018,Colts,,ronald martin,placed on ir with shoulder injury,,,,9/2/2018,,ronald martin,ronald martin
2018,Colts,,tj green,placed on ir with hamstring injury,,,,9/2/2018,,tj green,tj green
2018,Colts,,tyreek burwell,placed on ir with knee injury,,,,9/2/2018,,tyreek burwell,tyreek burwell
2018,Colts,,tyrell adams,placed on ir with undisclosed injury,,,,9/2/2018,,tyrell adams,tyrell adams
2018,Cowboys,,marqueston huff,placed on ir with groin injury,,,,9/2/2018,,marqueston huff,marqueston huff
2018,Cowboys,,trey williams,placed on ir with undisclosed injury,,,,9/2/2018,,trey williams,trey williams
2018,Dolphins,,bryce petty,placed on ir with oblique injury,,,,9/2/2018,,bryce petty,bryce petty
2018,Dolphins,,quincy redmon,placed on ir with undisclosed injury,,,,9/2/2018,,quincy redmon,quincy redmon
2018,Dolphins,,rashawn scott,placed on ir with ankle injury,,,,9/2/2018,,rashawn scott,rashawn scott
2018,Eagles,,dj killings,placed on ir with undisclosed injury,,,,9/2/2018,,dj killings,dj killings
2018,Eagles,,gannon sinclair,placed on ir with undisclosed injury,,,,9/2/2018,,gannon sinclair,gannon sinclair
2018,Eagles,,toby weathersby,placed on ir with undisclosed injury,,,,9/2/2018,,toby weathersby,toby weathersby
2018,Giants,,darian thompson,placed on ir with hamstring injury,,,,9/2/2018,,darian thompson,darian thompson
2018,Giants,,jordan williams cornell,placed on ir with hip injury,,,,9/2/2018,,jordan williams cornell,jordan williams cornell
2018,Jaguars,,ben koyack,placed on ir with knee injury,,,,9/2/2018,,ben koyack,ben koyack
2018,Jaguars,,deandre goolsby,placed on ir with undisclosed injury,,,,9/2/2018,,deandre goolsby,deandre goolsby
2018,Jaguars,,manase hungalu,placed on ir with undisclosed injury,,,,9/2/2018,,manase hungalu,manase hungalu
2018,Packers,,devante mays,placed on ir with hamstring injury,,,,9/2/2018,,devante mays,devante mays
2018,Packers,,kyle murphy neil,placed on ir with ankle injury,,,,9/2/2018,,kyle murphy neil,kyle murphy neil
2018,Packers,,quinten rollins,placed on ir with hamstring injury,,,,9/2/2018,,quinten rollins,quinten rollins
2018,Patriots,,ryan izzo,placed on ir with ankle injury,,,,9/2/2018,,ryan izzo,ryan izzo
2018,Patriots,,will tye,placed on ir with undisclosed injury,,,,9/2/2018,,will tye,will tye
2018,Raiders,,dexter mcdonald,placed on ir with ankle injury,,,,9/2/2018,,dexter mcdonald,dexter mcdonald
2018,Rams,,afolabi laguda,placed on ir with undisclosed injury,,,,9/2/2018,,afolabi laguda,afolabi laguda
2018,Rams,,kendal thompson,placed on ir with leg injury,,,,9/2/2018,,kendal thompson,kendal thompson
2018,Rams,,travin howard,placed on ir with undisclosed injury,,,,9/2/2018,,travin howard,travin howard
2018,Ravens,,alvin jones b 1994-12-02,placed on ir with undisclosed injury,,,,9/2/2018,,alvin jones b --,alvin jones
2018,Saints,,sharrod neasman,placed on ir with undisclosed injury,,,,9/2/2018,,sharrod neasman,sharrod neasman
2018,Seahawks,,emmanuel beal,placed on ir with undisclosed injury,,,,9/2/2018,,emmanuel beal,emmanuel beal
2018,Seahawks,,ricky aliifua,placed on ir with concussion,,,,9/2/2018,,ricky aliifua,ricky aliifua
2018,Seahawks,,tevon mutcherson  tj mutcherson,placed on ir with knee injury,,,,9/2/2018,,tevon mutcherson tj mutcherson,tevon mutcherson tj
2018,Steelers,,damoun patterson,placed on ir with turf toe,,,,9/2/2018,,damoun patterson,damoun patterson
2018,Steelers,,joseph cheek,placed on ir with foot injury,,,,9/2/2018,,joseph cheek,joseph cheek
2018,Steelers,,keith kelsey b,placed on ir with pectoral muscle injury,,,,9/2/2018,,keith kelsey b,keith kelsey b
2018,Steelers,,malik golden,placed on ir with knee injury,,,,9/2/2018,,malik golden,malik golden
2018,Steelers,,marcus tucker,placed on ir with ankle injury,,,,9/2/2018,,marcus tucker,marcus tucker
2018,Texans,,jevoni robinson,placed on ir with undisclosed injury,,,,9/2/2018,,jevoni robinson,jevoni robinson
2018,Vikings,,craig james b 1996-04-29,placed on ir with hamstring injury,,,,9/2/2018,,craig james b --,craig james
2018,Vikings,,horace richardson,placed on ir with hamstring injury,,,,9/2/2018,,horace richardson,horace richardson
2018,Vikings,,josh andrews,placed on ir with ankle injury,,,,9/2/2018,,josh andrews,josh andrews
2018,Vikings,,mack brown,placed on ir with undisclosed injury,,,,9/2/2018,,mack brown,mack brown
2018,Vikings,,tray matthews,placed on ir with undisclosed injury,,,,9/2/2018,,tray matthews,tray matthews
2018,49ers,,jerick mckinnon,placed on ir with torn acl in right knee,,,,9/3/2018,,jerick mckinnon,jerick mckinnon
2018,49ers,,marcell harris,placed on ir with hamstring injury / achilles injury,,,,9/3/2018,,marcell harris,marcell harris
2018,Bears,,adam shaheen,placed on ir with ankle/foot injury,,,,9/3/2018,,adam shaheen,adam shaheen
2018,Bengals,,davontae harris,placed on ir with knee injury,,,,9/3/2018,,davontae harris,davontae harris
2018,Broncos,,sua cravens,placed on ir with knee injury,,,,9/3/2018,,sua cravens,sua cravens
2018,Buccaneers,,mitch unrein,placed on ir with concussion,,,,9/3/2018,,mitch unrein,mitch unrein
2018,Cardinals,,aj howard,placed on ir with undisclosed injury,,,,9/3/2018,,aj howard,aj howard
2018,Cardinals,,vontarrius dora,placed on ir with undisclosed injury,,,,9/3/2018,,vontarrius dora,vontarrius dora
2018,Chiefs,,daniel sorensen,placed on ir with knee injury,,,,9/3/2018,,daniel sorensen,daniel sorensen
2018,Colts,,tyquan lewis,placed on ir with toe injury,,,,9/3/2018,,tyquan lewis,tyquan lewis
2018,Cowboys,,noah brown,placed on ir with hamstring injury,,,,9/3/2018,,noah brown,noah brown
2018,Dolphins,,jake brendel,placed on ir with calf injury,,,,9/3/2018,,jake brendel,jake brendel
2018,Dolphins,,mike hull thomas,placed on ir with knee injury,,,,9/3/2018,,mike hull thomas,mike hull thomas
2018,Jets,,elijah mcguire,placed on ir with foot injury,,,,9/3/2018,,elijah mcguire,elijah mcguire
2018,Packers,,jake kumerow,placed on ir with shoulder injury,,,,9/3/2018,,jake kumerow,jake kumerow
2018,Panthers,,matt kalil,placed on ir with right knee injury,,,,9/3/2018,,matt kalil,matt kalil
2018,Seahawks,,jd mckissic,placed on ir with foot injury,,,,9/3/2018,,jd mckissic,jd mckissic
2018,Steelers,,olasunkanmi adeniyi  ola adeniyi,placed on ir with hamstring injury,,,,9/3/2018,,olasunkanmi adeniyi ola adeniyi,olasunkanmi adeniyi ola
2018,Texans,,jermaine kelly,placed on ir with undisclosed injury,,,,9/3/2018,,jermaine kelly,jermaine kelly
