Season,Team,Acquired,Relinquished,Notes,Unnamed: 5,Unnamed: 6,Unnamed: 7,Date,Player,player_clean_extracted
2023,Saints,,jamaal williams,placed on ir with hamstring injury,,,,9/23/2023,,jamaal williams
2023,Texans,,derek stingley jr,placed on ir with hamstring injury,,,,9/23/2023,,derek stingley jr
2023,Ravens,,tylan wallace,placed on ir with hamstring injury,,,,9/25/2023,,tylan wallace
2023,Jaguars,,leonard taylor,placed on ir with undisclosed injury,,,,9/25/2023,,leonard taylor
2023,Chargers,,mike williams k,placed on ir with torn acl in left knee,,,,9/26/2023,,mike williams k
2023,Falcons,,troy andersen,placed on ir with shoulder injury / pectoral injury,,,,9/26/2023,,troy andersen
2023,Patriots,,daniel ekuale,placed on ir with torn biceps,,,,9/26/2023,,daniel ekuale
2023,Titans,,julius chestnut,placed on ir with hamstring injury,,,,9/26/2023,,julius chestnut
2023,Titans,,mike brown b 1999-04-07,placed on ir with undisclosed injury,,,,9/26/2023,,mike brown b --
2023,Chiefs,,prince tega wanogho  prince wanogho,placed on ir with torn quadriceps,,,,9/27/2023,,prince tega wanogho prince wanogho
2023,Lions,,matt nelson,placed on ir with ankle injury,,,,9/28/2023,,matt nelson
2023,Packers,,david bakhtiari,placed on ir with left knee injury,,,,9/28/2023,,david bakhtiari
2023,Bears,,josh blackwell,placed on ir with hamstring injury,,,,9/29/2023,,josh blackwell
2023,Bengals,,charlie jones b 1998-10-29,placed on ir with thumb injury,,,,9/29/2023,,charlie jones b --
2023,Dolphins,,river cracraft,placed on ir with shoulder injury,,,,9/29/2023,,river cracraft
2023,Raiders,,curtis bolton,placed on ir with knee injury,,,,9/30/2023,,curtis bolton
2023,Ravens,,david ojabo,"placed on ir with ankle, knee injuries / various injuries",,,,9/30/2023,,david ojabo
